review_uid,destination,source,language_review,stars,date,text_clean,polaridad_sugerida,aspecto_sugerido,motivo_minado,score_minado,prioridad_anotacion
gm_9dcd7bd96daac8f5,Valle del Colca,Google Maps,en,2,2018-12-15T21:01:40.005Z,"Not worth the journey, view is not spectacular. Too much of a hassle to see a few condors.",negativo,atractivos,estrellas=2 | neg_sutil:not worth,0.417,alta
gm_9dcd7bd96daac8f5,Valle del Colca,Google Maps,en,2,2018-12-15T21:01:40.005Z,"Not worth the journey, view is not spectacular. Too much of a hassle to see a few condors.",negativo,costos,estrellas=2 | neg_sutil:not worth,0.417,alta
gm_ff75e71c505d8535,Valle del Colca,Google Maps,es,2,2024-01-20T19:39:14.657Z,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo,atractivos,estrellas=2 | neg_sutil:mal estado,0.417,alta
gm_ff75e71c505d8535,Valle del Colca,Google Maps,es,2,2024-01-20T19:39:14.657Z,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo,costos,estrellas=2 | neg_sutil:mal estado,0.417,alta
gm_ff75e71c505d8535,Valle del Colca,Google Maps,es,2,2024-01-20T19:39:14.657Z,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo,accesibilidad,estrellas=2 | neg_sutil:mal estado,0.417,alta
gm_0fe7fa6e6f492812,Circuito Mágico del Agua,Google Maps,en,4,2019-04-30T11:38:50.069Z,"Low price, nice show. But little bit overrated",negativo,atractivos,estrellas=4 | neg_sutil:overrated | conector:but,0.333,alta
gm_0fe7fa6e6f492812,Circuito Mágico del Agua,Google Maps,en,4,2019-04-30T11:38:50.069Z,"Low price, nice show. But little bit overrated",negativo,costos,estrellas=4 | neg_sutil:overrated | conector:but,0.333,alta
gm_37cedab8eef0fd69,Circuito Mágico del Agua,Google Maps,en,5,2025-04-28T18:20:08.023Z,"Cheap tourist trap, but definitely worth it for anyone visiting Lima. Believe it or not it can become a romantic fist date. Lots of couples and the park is closed off, so you can roam freely and safely. Get your kiss on... 💋",negativo,atractivos,estrellas=5 | neg_sutil:tourist trap | conector:but,0.333,alta
gm_37cedab8eef0fd69,Circuito Mágico del Agua,Google Maps,en,5,2025-04-28T18:20:08.023Z,"Cheap tourist trap, but definitely worth it for anyone visiting Lima. Believe it or not it can become a romantic fist date. Lots of couples and the park is closed off, so you can roam freely and safely. Get your kiss on... 💋",negativo,costos,estrellas=5 | neg_sutil:tourist trap | conector:but,0.333,alta
gm_829aa40c7fd71db9,Circuito Mágico del Agua,Google Maps,en,4,2023-09-16T12:51:25.244Z,It's a nice park but you can visit on your own. Not worth paying for the tour.,negativo,atractivos,estrellas=4 | neg_sutil:not worth | conector:but,0.333,alta
gm_829aa40c7fd71db9,Circuito Mágico del Agua,Google Maps,en,4,2023-09-16T12:51:25.244Z,It's a nice park but you can visit on your own. Not worth paying for the tour.,negativo,costos,estrellas=4 | neg_sutil:not worth | conector:but,0.333,alta
gm_da4fdd0a62ef97d7,Circuito Mágico del Agua,Google Maps,en,5,2022-09-20T10:22:27.381Z,"Amazing IF you plan your trip. This is a wonderful family outing but you need to prepare some things in advance. Have cash and change with you - from paying your entrance, to paying snacks and bouncy castles and other rides for the kids, you want to have cash with you. The area where the park is located, is bit far from the main tourist area, so take a cab that will leave you right at the entrance. Third tip - look on the website in advance, the times of the water show. Even though you will still enjoy the different fountains around the place, do not miss the water show, it lasts 15 minutes and it is absolutely worth it.... ohh and last tip, do not buy churros there!!! For the rest, super fun, families will enjoy it!!",negativo,atractivos,"estrellas=5 | neg_sutil:far from | conector:but,though",0.333,alta
gm_da4fdd0a62ef97d7,Circuito Mágico del Agua,Google Maps,en,5,2022-09-20T10:22:27.381Z,"Amazing IF you plan your trip. This is a wonderful family outing but you need to prepare some things in advance. Have cash and change with you - from paying your entrance, to paying snacks and bouncy castles and other rides for the kids, you want to have cash with you. The area where the park is located, is bit far from the main tourist area, so take a cab that will leave you right at the entrance. Third tip - look on the website in advance, the times of the water show. Even though you will still enjoy the different fountains around the place, do not miss the water show, it lasts 15 minutes and it is absolutely worth it.... ohh and last tip, do not buy churros there!!! For the rest, super fun, families will enjoy it!!",negativo,costos,"estrellas=5 | neg_sutil:far from | conector:but,though",0.333,alta
gm_da4fdd0a62ef97d7,Circuito Mágico del Agua,Google Maps,en,5,2022-09-20T10:22:27.381Z,"Amazing IF you plan your trip. This is a wonderful family outing but you need to prepare some things in advance. Have cash and change with you - from paying your entrance, to paying snacks and bouncy castles and other rides for the kids, you want to have cash with you. The area where the park is located, is bit far from the main tourist area, so take a cab that will leave you right at the entrance. Third tip - look on the website in advance, the times of the water show. Even though you will still enjoy the different fountains around the place, do not miss the water show, it lasts 15 minutes and it is absolutely worth it.... ohh and last tip, do not buy churros there!!! For the rest, super fun, families will enjoy it!!",negativo,accesibilidad,"estrellas=5 | neg_sutil:far from | conector:but,though",0.333,alta
gm_9b82f9bf294f8c95,Ciudadela de Kuélap,Google Maps,en,5,2023-04-10T07:10:03.377Z,"Visited before it closed down last year but the site is breathtaking. Well worth a visit if you get the opportunity. I know quite a few people are disappointed at not being able to get close or into the site but I've travelled a lot less to see a lot less and been happy (Stonehenge is one that springs to mind). Anyway, it's worth the visit even just to stand next to a site older than the Incas in my view!",negativo,atractivos,estrellas=5 | neg_sutil:disappointed | conector:but,0.333,alta
gm_9b82f9bf294f8c95,Ciudadela de Kuélap,Google Maps,en,5,2023-04-10T07:10:03.377Z,"Visited before it closed down last year but the site is breathtaking. Well worth a visit if you get the opportunity. I know quite a few people are disappointed at not being able to get close or into the site but I've travelled a lot less to see a lot less and been happy (Stonehenge is one that springs to mind). Anyway, it's worth the visit even just to stand next to a site older than the Incas in my view!",negativo,costos,estrellas=5 | neg_sutil:disappointed | conector:but,0.333,alta
gm_0473ef87e4c7ac47,Ciudadela de Kuélap,Google Maps,es,5,2025-08-03T23:10:36.782Z,Muy bonito el lugar pero lo tienen abandonado el ministerio,negativo,atractivos,estrellas=5 | neg_sutil:abandonado | conector:pero,0.333,alta
gm_15e645884e85fdef,Ciudadela de Kuélap,Google Maps,es,5,2019-02-05T11:14:50.242Z,"El paisaje es excelente sin duda una fortaleza maravillosa, lastima que ya este muy destruida pero para conocer nuestra historia una experiencia fantástica. Les recomiendo hacerlo con el teleferico.",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_211c08e7e24c19c4,Ciudadela de Kuélap,Google Maps,es,5,2019-09-06T20:26:33.740Z,"Muy bonito lugar, hace un frío terrible y llueve constantemente. Bastante difícil para perdonar muy mayores ya que hay que caminar largos tramos, hay opciones de alquilar caballos también.",negativo,atractivos,estrellas=5 | neg_sutil:,0.333,media
gm_211c08e7e24c19c4,Ciudadela de Kuélap,Google Maps,es,5,2019-09-06T20:26:33.740Z,"Muy bonito lugar, hace un frío terrible y llueve constantemente. Bastante difícil para perdonar muy mayores ya que hay que caminar largos tramos, hay opciones de alquilar caballos también.",negativo,accesibilidad,estrellas=5 | neg_sutil:,0.333,media
gm_49352f4fdbb6f3a1,Ciudadela de Kuélap,Google Maps,es,4,2021-08-15T22:36:44.110Z,"Vista 2019 un lugar hermoso y amplio pero algo abandonado cuando fuimos estaban haciendo reparaciones consultamos y nos dijieron que esas reparaciones estaban así hace años sin terminar. Desde la entrada puedes subir a la ciudadela a pie o a caballo. En la misma ciudadela todo es ordenando y limpio hay tachos por todas partes pero siempre hay una que otra persona que no entiende y ensucia igual. Los únicos baños están en la entrada, así que te recomiendo ir al baño antes de comenzar la caminata",negativo,atractivos,estrellas=4 | neg_sutil:abandonado | conector:pero,0.333,alta
gm_49352f4fdbb6f3a1,Ciudadela de Kuélap,Google Maps,es,4,2021-08-15T22:36:44.110Z,"Vista 2019 un lugar hermoso y amplio pero algo abandonado cuando fuimos estaban haciendo reparaciones consultamos y nos dijieron que esas reparaciones estaban así hace años sin terminar. Desde la entrada puedes subir a la ciudadela a pie o a caballo. En la misma ciudadela todo es ordenando y limpio hay tachos por todas partes pero siempre hay una que otra persona que no entiende y ensucia igual. Los únicos baños están en la entrada, así que te recomiendo ir al baño antes de comenzar la caminata",negativo,costos,estrellas=4 | neg_sutil:abandonado | conector:pero,0.333,alta
gm_49352f4fdbb6f3a1,Ciudadela de Kuélap,Google Maps,es,4,2021-08-15T22:36:44.110Z,"Vista 2019 un lugar hermoso y amplio pero algo abandonado cuando fuimos estaban haciendo reparaciones consultamos y nos dijieron que esas reparaciones estaban así hace años sin terminar. Desde la entrada puedes subir a la ciudadela a pie o a caballo. En la misma ciudadela todo es ordenando y limpio hay tachos por todas partes pero siempre hay una que otra persona que no entiende y ensucia igual. Los únicos baños están en la entrada, así que te recomiendo ir al baño antes de comenzar la caminata",negativo,accesibilidad,estrellas=4 | neg_sutil:abandonado | conector:pero,0.333,alta
gm_a45c74e34411a2e8,Ciudadela de Kuélap,Google Maps,es,3,2019-08-18T02:46:18.922Z,"El recorrido es corto, lamentablemente para la fecha que fui estaban en reestructuración los accesos 1 y 2, parte del recorrido fue algo decepcionante ya que habían tablas y maderas de los lugares a reestructurar, por lo que considero pagar 30 soles el costo de una entrada cuando la fortaleza se encuentra en ese estado no es justo. Deberían informar a los visitantes previo a ello.",negativo,atractivos,estrellas=3 | neg_sutil:decepcionante | conector:lamentablemente,0.333,alta
gm_a45c74e34411a2e8,Ciudadela de Kuélap,Google Maps,es,3,2019-08-18T02:46:18.922Z,"El recorrido es corto, lamentablemente para la fecha que fui estaban en reestructuración los accesos 1 y 2, parte del recorrido fue algo decepcionante ya que habían tablas y maderas de los lugares a reestructurar, por lo que considero pagar 30 soles el costo de una entrada cuando la fortaleza se encuentra en ese estado no es justo. Deberían informar a los visitantes previo a ello.",negativo,costos,estrellas=3 | neg_sutil:decepcionante | conector:lamentablemente,0.333,alta
gm_a45c74e34411a2e8,Ciudadela de Kuélap,Google Maps,es,3,2019-08-18T02:46:18.922Z,"El recorrido es corto, lamentablemente para la fecha que fui estaban en reestructuración los accesos 1 y 2, parte del recorrido fue algo decepcionante ya que habían tablas y maderas de los lugares a reestructurar, por lo que considero pagar 30 soles el costo de una entrada cuando la fortaleza se encuentra en ese estado no es justo. Deberían informar a los visitantes previo a ello.",negativo,accesibilidad,estrellas=3 | neg_sutil:decepcionante | conector:lamentablemente,0.333,alta
gm_af3a03851d65bdf4,Ciudadela de Kuélap,Google Maps,es,4,2019-02-23T14:47:40.202Z,"Muy interesante la cultura, hermoso paisaje, los antiguos si que sabían vivir en comunión con la naturaleza, que lastima que no se puede llegar a la misma por carretera porque el teleférico lo impide, eso debió de hacerse de otra manera, mucha gente desea visitar, pero el acceso no es muy recomendable para cierto tipo de discapacidades, los trabajos de investigación y restauración están muy bien, pero hay otras prioridades, la atención de las agencias de viajes que laboran en Chachapoyas lo único que quieren es lucrar, los restaurantes en Tingo nuevo malos, solo hay uno que recomiendo en la plaza de armas de Tingo Nuevo.",negativo,atractivos,estrellas=4 | neg_sutil:lastima | conector:pero,0.333,alta
gm_af3a03851d65bdf4,Ciudadela de Kuélap,Google Maps,es,4,2019-02-23T14:47:40.202Z,"Muy interesante la cultura, hermoso paisaje, los antiguos si que sabían vivir en comunión con la naturaleza, que lastima que no se puede llegar a la misma por carretera porque el teleférico lo impide, eso debió de hacerse de otra manera, mucha gente desea visitar, pero el acceso no es muy recomendable para cierto tipo de discapacidades, los trabajos de investigación y restauración están muy bien, pero hay otras prioridades, la atención de las agencias de viajes que laboran en Chachapoyas lo único que quieren es lucrar, los restaurantes en Tingo nuevo malos, solo hay uno que recomiendo en la plaza de armas de Tingo Nuevo.",negativo,accesibilidad,estrellas=4 | neg_sutil:lastima | conector:pero,0.333,alta
gm_af3a03851d65bdf4,Ciudadela de Kuélap,Google Maps,es,4,2019-02-23T14:47:40.202Z,"Muy interesante la cultura, hermoso paisaje, los antiguos si que sabían vivir en comunión con la naturaleza, que lastima que no se puede llegar a la misma por carretera porque el teleférico lo impide, eso debió de hacerse de otra manera, mucha gente desea visitar, pero el acceso no es muy recomendable para cierto tipo de discapacidades, los trabajos de investigación y restauración están muy bien, pero hay otras prioridades, la atención de las agencias de viajes que laboran en Chachapoyas lo único que quieren es lucrar, los restaurantes en Tingo nuevo malos, solo hay uno que recomiendo en la plaza de armas de Tingo Nuevo.",negativo,atencion_servicio,estrellas=4 | neg_sutil:lastima | conector:pero,0.333,alta
gm_cbe8e985921d3d46,Ciudadela de Kuélap,Google Maps,es,5,2021-11-22T15:50:25.417Z,"Majestuoso con mucha historia, pero lastimosamente bastante descuidado.",negativo,atractivos,estrellas=5 | neg_sutil:descuidado | conector:pero,0.333,alta
gm_d6b9ebf1618c20a7,Ciudadela de Kuélap,Google Maps,es,5,2024-08-01T16:11:22.863Z,"Hermosa ciudadela con impresionantes murallas. Es lamentable que por falta de mantenimiento se hayan perdido algunas de las murallas, ahora están tratando de recuperarlas, pero el daño podría ser irrecuperable.",negativo,atractivos,estrellas=5 | neg_sutil:lamentable | conector:pero,0.333,alta
gm_0009d0948c762c6d,Complejo Arqueológico Chan Chan,Google Maps,en,4,2026-04-23T12:52:04.476Z,"There is almost no information in English and only little in Spanish, so I didn't really understand anything about the historical culture, but the site was still interesting to see. The museum itself is a bit too little.",negativo,atractivos,estrellas=4 | neg_sutil:no information | conector:but,0.333,alta
gm_0009d0948c762c6d,Complejo Arqueológico Chan Chan,Google Maps,en,4,2026-04-23T12:52:04.476Z,"There is almost no information in English and only little in Spanish, so I didn't really understand anything about the historical culture, but the site was still interesting to see. The museum itself is a bit too little.",negativo,atencion_servicio,estrellas=4 | neg_sutil:no information | conector:but,0.333,alta
gm_6e9b730c6846548c,Complejo Arqueológico Chan Chan,Google Maps,en,4,2023-05-29T00:32:17.145Z,Really interesting site but the lack of information in the museum and in the citadel is a shame. We felt we had to get a guide for 60 soles. The guide was definitely worth it but costly compared with the 10 soles entrance fee for Chan Chan and 10 soles entrance fee to Huaca de la luna which includes a guide.,negativo,atractivos,estrellas=4 | neg_sutil:lack of information | conector:but,0.333,alta
gm_6e9b730c6846548c,Complejo Arqueológico Chan Chan,Google Maps,en,4,2023-05-29T00:32:17.145Z,Really interesting site but the lack of information in the museum and in the citadel is a shame. We felt we had to get a guide for 60 soles. The guide was definitely worth it but costly compared with the 10 soles entrance fee for Chan Chan and 10 soles entrance fee to Huaca de la luna which includes a guide.,negativo,costos,estrellas=4 | neg_sutil:lack of information | conector:but,0.333,alta
gm_6e9b730c6846548c,Complejo Arqueológico Chan Chan,Google Maps,en,4,2023-05-29T00:32:17.145Z,Really interesting site but the lack of information in the museum and in the citadel is a shame. We felt we had to get a guide for 60 soles. The guide was definitely worth it but costly compared with the 10 soles entrance fee for Chan Chan and 10 soles entrance fee to Huaca de la luna which includes a guide.,negativo,accesibilidad,estrellas=4 | neg_sutil:lack of information | conector:but,0.333,alta
gm_1c7b09c12c2a3177,Complejo Arqueológico Chan Chan,Google Maps,es,4,2022-05-16T17:39:15.214Z,"Muy interesante. El museo actualizado. Falta información sobre nuevos hallazgos así como guiados a todos los sitios ofrecidos, me quedé con dos entradas pendientes. Pero el recorrido estuvo muy bonito súper interesante.",negativo,atractivos,estrellas=4 | neg_sutil:falta informacion | conector:pero,0.333,alta
gm_1c7b09c12c2a3177,Complejo Arqueológico Chan Chan,Google Maps,es,4,2022-05-16T17:39:15.214Z,"Muy interesante. El museo actualizado. Falta información sobre nuevos hallazgos así como guiados a todos los sitios ofrecidos, me quedé con dos entradas pendientes. Pero el recorrido estuvo muy bonito súper interesante.",negativo,costos,estrellas=4 | neg_sutil:falta informacion | conector:pero,0.333,alta
gm_1c7b09c12c2a3177,Complejo Arqueológico Chan Chan,Google Maps,es,4,2022-05-16T17:39:15.214Z,"Muy interesante. El museo actualizado. Falta información sobre nuevos hallazgos así como guiados a todos los sitios ofrecidos, me quedé con dos entradas pendientes. Pero el recorrido estuvo muy bonito súper interesante.",negativo,accesibilidad,estrellas=4 | neg_sutil:falta informacion | conector:pero,0.333,alta
gm_a87876dfc36eff68,Complejo Arqueológico Chan Chan,Google Maps,es,5,2021-05-22T21:15:50.390Z,"Es increíble como la pandemia ha golpeado este sector. Sin embargo de a pocos se viene recuperando. Ojalá la afluencia suba de a pocos. Es una pena que las instalaciones no estén abiertas todos los días, así contribuiría a que haya mayor afluencia e ingresos para el personal del museo.",negativo,atractivos,estrellas=5 | neg_sutil:una pena | conector:sin embargo,0.333,alta
gm_a87876dfc36eff68,Complejo Arqueológico Chan Chan,Google Maps,es,5,2021-05-22T21:15:50.390Z,"Es increíble como la pandemia ha golpeado este sector. Sin embargo de a pocos se viene recuperando. Ojalá la afluencia suba de a pocos. Es una pena que las instalaciones no estén abiertas todos los días, así contribuiría a que haya mayor afluencia e ingresos para el personal del museo.",negativo,atencion_servicio,estrellas=5 | neg_sutil:una pena | conector:sin embargo,0.333,alta
gm_c526f3164a3350cd,Complejo Arqueológico Chan Chan,Google Maps,es,4,2022-12-17T23:55:16.359Z,"El museo tiene muchas cosas interesantes sobre el descubrimiento de la ciudadela ,pero es una pena que no exista ni una sola reseña sobre lo que se esta mostrando ,si no vas informado o no pagas un guia simplemente no sabes sobre que trata la exibicion y lo que se muestra . Hay personas que visitan el museo pero no estan en posicion de pagar un guia .",negativo,atractivos,estrellas=4 | neg_sutil:una pena | conector:pero,0.333,alta
gm_c526f3164a3350cd,Complejo Arqueológico Chan Chan,Google Maps,es,4,2022-12-17T23:55:16.359Z,"El museo tiene muchas cosas interesantes sobre el descubrimiento de la ciudadela ,pero es una pena que no exista ni una sola reseña sobre lo que se esta mostrando ,si no vas informado o no pagas un guia simplemente no sabes sobre que trata la exibicion y lo que se muestra . Hay personas que visitan el museo pero no estan en posicion de pagar un guia .",negativo,costos,estrellas=4 | neg_sutil:una pena | conector:pero,0.333,alta
gm_c526f3164a3350cd,Complejo Arqueológico Chan Chan,Google Maps,es,4,2022-12-17T23:55:16.359Z,"El museo tiene muchas cosas interesantes sobre el descubrimiento de la ciudadela ,pero es una pena que no exista ni una sola reseña sobre lo que se esta mostrando ,si no vas informado o no pagas un guia simplemente no sabes sobre que trata la exibicion y lo que se muestra . Hay personas que visitan el museo pero no estan en posicion de pagar un guia .",negativo,atencion_servicio,estrellas=4 | neg_sutil:una pena | conector:pero,0.333,alta
gm_980084510f107f28,Huacas del Sol y de la Luna,Google Maps,en,5,2013-10-03T18:47:18.465Z,"Incredible! Just amazed at how big a lot of Peruvian cultures were, far from popular believe that only Incas dominated the landscape. Note how good the colors are conservated, through thousand years. One thing that caused an impact was AI-APAEC, a Moche god who could transform into a lot of figures, but the fangs were ever there.",negativo,atractivos,estrellas=5 | neg_sutil:far from | conector:but,0.333,alta
gm_02a890827693f1bc,Huacas del Sol y de la Luna,Google Maps,es,5,2019-08-01T19:46:46.432Z,"Excelente lugar para conocer la historia, lástima que haya sido dañado en la época de la llegada de los españoles..pero ha sido y sigue siendo protegida.. Luego de varios años se está recuperando varios nuevos ambientes y seguro en los próximos años aumentarán lo ambientes a recorrer en la visita...antes de la visita a la Huaca se recorre el museo de sitio y allí mismo en la boletería te programan el recorrido a la Huaca..El.museo impacta por la cantidad de artículos impresionantes...Juan Carlos el guía muy bueno en las explicaciones y respuestas durante el recorrido de 1.45 hrs aproximadamente... recomiendo la visita!!",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_02a890827693f1bc,Huacas del Sol y de la Luna,Google Maps,es,5,2019-08-01T19:46:46.432Z,"Excelente lugar para conocer la historia, lástima que haya sido dañado en la época de la llegada de los españoles..pero ha sido y sigue siendo protegida.. Luego de varios años se está recuperando varios nuevos ambientes y seguro en los próximos años aumentarán lo ambientes a recorrer en la visita...antes de la visita a la Huaca se recorre el museo de sitio y allí mismo en la boletería te programan el recorrido a la Huaca..El.museo impacta por la cantidad de artículos impresionantes...Juan Carlos el guía muy bueno en las explicaciones y respuestas durante el recorrido de 1.45 hrs aproximadamente... recomiendo la visita!!",negativo,accesibilidad,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_02a890827693f1bc,Huacas del Sol y de la Luna,Google Maps,es,5,2019-08-01T19:46:46.432Z,"Excelente lugar para conocer la historia, lástima que haya sido dañado en la época de la llegada de los españoles..pero ha sido y sigue siendo protegida.. Luego de varios años se está recuperando varios nuevos ambientes y seguro en los próximos años aumentarán lo ambientes a recorrer en la visita...antes de la visita a la Huaca se recorre el museo de sitio y allí mismo en la boletería te programan el recorrido a la Huaca..El.museo impacta por la cantidad de artículos impresionantes...Juan Carlos el guía muy bueno en las explicaciones y respuestas durante el recorrido de 1.45 hrs aproximadamente... recomiendo la visita!!",negativo,atencion_servicio,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_0868b1f21ac4e96d,Huacas del Sol y de la Luna,Google Maps,es,5,2021-01-30T02:24:25.810Z,"El museo y la misma Huaca son muy interesantes. El lugar está además bien cuidado, con kiosko, baños muy limpios y venta de recuerdos. El servicio de guía se paga aparte pero vale la pena. Es una pena que vengan tan pocos turistas a conocer, no saben lo que se pierden.",negativo,atractivos,estrellas=5 | neg_sutil:una pena | conector:pero,0.333,alta
gm_0868b1f21ac4e96d,Huacas del Sol y de la Luna,Google Maps,es,5,2021-01-30T02:24:25.810Z,"El museo y la misma Huaca son muy interesantes. El lugar está además bien cuidado, con kiosko, baños muy limpios y venta de recuerdos. El servicio de guía se paga aparte pero vale la pena. Es una pena que vengan tan pocos turistas a conocer, no saben lo que se pierden.",negativo,costos,estrellas=5 | neg_sutil:una pena | conector:pero,0.333,alta
gm_0868b1f21ac4e96d,Huacas del Sol y de la Luna,Google Maps,es,5,2021-01-30T02:24:25.810Z,"El museo y la misma Huaca son muy interesantes. El lugar está además bien cuidado, con kiosko, baños muy limpios y venta de recuerdos. El servicio de guía se paga aparte pero vale la pena. Es una pena que vengan tan pocos turistas a conocer, no saben lo que se pierden.",negativo,atencion_servicio,estrellas=5 | neg_sutil:una pena | conector:pero,0.333,alta
gm_52d07f1f8c56aa18,Huacas del Sol y de la Luna,Google Maps,es,5,2019-03-09T20:17:02.726Z,"Lugar increíble que te hace sentir la historia en carne viva, es genial imaginar lo que significaban estos templos para la antigua cultura moche, un lugar lleno de vellesa histórica, lástima que sólo se puede visitar el sitio con guía y con un recorrido preestablecido, pero tiempo al tiempo pues los trabajos de imbestigacion en el lugar aún continúan, esperemos que nos rebelen mucho más de esta increible cultura, el centro arqueologico cue ta con los servicios bacicos, si te encuentras por la ciudad no dudes en visitar este increíble lugar, locomoción publica desde y hacia el centro de la ciudad.",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_52d07f1f8c56aa18,Huacas del Sol y de la Luna,Google Maps,es,5,2019-03-09T20:17:02.726Z,"Lugar increíble que te hace sentir la historia en carne viva, es genial imaginar lo que significaban estos templos para la antigua cultura moche, un lugar lleno de vellesa histórica, lástima que sólo se puede visitar el sitio con guía y con un recorrido preestablecido, pero tiempo al tiempo pues los trabajos de imbestigacion en el lugar aún continúan, esperemos que nos rebelen mucho más de esta increible cultura, el centro arqueologico cue ta con los servicios bacicos, si te encuentras por la ciudad no dudes en visitar este increíble lugar, locomoción publica desde y hacia el centro de la ciudad.",negativo,atencion_servicio,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_f5a7e823aa868b05,Huacas del Sol y de la Luna,Google Maps,es,5,2021-12-22T19:41:19.597Z,"Hermoso lugar. Lástima que llegamos en pleno mantenimiento, pero igual se pudo disfrutar de un poco de historia.",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_f5a7e823aa868b05,Huacas del Sol y de la Luna,Google Maps,es,5,2021-12-22T19:41:19.597Z,"Hermoso lugar. Lástima que llegamos en pleno mantenimiento, pero igual se pudo disfrutar de un poco de historia.",negativo,accesibilidad,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_3f840d8a73cb68c7,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,4,2024-10-08T17:00:55.313Z,"I didn't take the flight, I only saw from the viewing platforms and I would say it's not worth going out of your way for. But since you're likely to drive right past, it's worth a stop and a few dollars to view from the platforms.",negativo,atractivos,estrellas=4 | neg_sutil:not worth | conector:but,0.333,alta
gm_3f840d8a73cb68c7,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,4,2024-10-08T17:00:55.313Z,"I didn't take the flight, I only saw from the viewing platforms and I would say it's not worth going out of your way for. But since you're likely to drive right past, it's worth a stop and a few dollars to view from the platforms.",negativo,costos,estrellas=4 | neg_sutil:not worth | conector:but,0.333,alta
gm_9f23d3b2e69b5496,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,4,2016-07-15T08:27:36.297Z,A little overrated but still... it is history.,negativo,atractivos,estrellas=4 | neg_sutil:overrated | conector:but,0.333,alta
gm_df99ee222438b0a1,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,3,2017-01-21T10:59:41.907Z,"A bit disappointing. The panamericana (the highway) ruins quite a few spots and to see all the figures (the lines aren't really that interesting) you need to travel quite a bit. We used just the observation towers and the distance and the haze makes experiencing it quite hard. Obviously getting a small plane to show you the figures is the other alternative, which we didn't do. I was hoping the museum (Maria Reiche) would give us mire insight, but that is more about her life and less about the lines...",negativo,atractivos,estrellas=3 | neg_sutil:disappointing | conector:but,0.333,alta
gm_df99ee222438b0a1,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,3,2017-01-21T10:59:41.907Z,"A bit disappointing. The panamericana (the highway) ruins quite a few spots and to see all the figures (the lines aren't really that interesting) you need to travel quite a bit. We used just the observation towers and the distance and the haze makes experiencing it quite hard. Obviously getting a small plane to show you the figures is the other alternative, which we didn't do. I was hoping the museum (Maria Reiche) would give us mire insight, but that is more about her life and less about the lines...",negativo,accesibilidad,estrellas=3 | neg_sutil:disappointing | conector:but,0.333,alta
gm_1a51c904b16de168,Líneas y Geoglifos de Nasca y Palpa,Google Maps,es,5,2023-01-22T22:30:11.176Z,"Lamentable ..... Pero siendo un lugar cultural para visitar , esté de lado por la situación de protestas en la que estamos viviendo en nuestro país que está afectando el turismo en Nasca y a nivel nacional .... Esperemos se solucione pronto todo éste malestar y seamos parte de una solucion democrática que ayude a k progreso de nuestro país y de nuestras familias .... No al atraso !!!;",negativo,atractivos,estrellas=5 | neg_sutil:lamentable | conector:pero,0.333,alta
gm_1a51c904b16de168,Líneas y Geoglifos de Nasca y Palpa,Google Maps,es,5,2023-01-22T22:30:11.176Z,"Lamentable ..... Pero siendo un lugar cultural para visitar , esté de lado por la situación de protestas en la que estamos viviendo en nuestro país que está afectando el turismo en Nasca y a nivel nacional .... Esperemos se solucione pronto todo éste malestar y seamos parte de una solucion democrática que ayude a k progreso de nuestro país y de nuestras familias .... No al atraso !!!;",negativo,atencion_servicio,estrellas=5 | neg_sutil:lamentable | conector:pero,0.333,alta
