review_uid,destination,pool,stars,text_clean,aspecto,label
gm_7d0a52d0d521d186,Museo de Sitio Huaca Pucllana,B_minado,2,"Disappointing (mandatory) tour. The guide was more interested in talking about pisco sour and coca leaves than the actual ruins, which we learned almost nothing about. The ruins themselves are also not the most interesting, there are much more impressive pre-Incan sites in Peru.",atractivos,negativo
gm_87b1c624d3792d51,Museo de Sitio Huaca Pucllana,B_minado,2,"Most of the site has been renovated to look more impressive. See my photo for the comparison of the original brickwork (left) and the rebuilt area (right). Whilst I appreciate the effort to recreate the impressive original state, the sense of authenticity has been lost. The information provided on the (mandatory) tour was lackluster. I would have liked to learn more information about the history, the architecture, the building techniques, the lima culture, instead of the plants the staff have grown in the back garden and the dogs and llamas on site. I also would have loved to walk around and explore myself. But sadly it's not permitted. Luckily the tour was only 1 hour.",atractivos,neutro
gm_6fe8659dd8d05e8f,Museo de Sitio Huaca Pucllana,B_minado,3,"The archaeological site itself is quite impressive—a remarkable piece of history right in the middle of Lima. The restoration efforts are commendable, and it’s fascinating to see such an ancient place surrounded by the modern city. However, my overall experience was mixed. • Tour Experience: Upon arrival, you’re required to join a guided tour (self-exploration isn’t allowed), which lasts about an hour and costs 15 soles. The tour was fairly basic, not particularly engaging or inviting for questions. I visited around 2–3 pm in January, and it was extremely hot with little to no shade, which made the experience uncomfortable. Additionally, the final viewpoint was inaccessible due to ongoing restoration as well as the museum, which was a letdown. • Animals: One major disappointment was the treatment of the animals on-site. There are llamas and guinea pigs that you can see towards the end of the tour, but they’re kept in small, barren enclosures with no real diversity in their surroundings—just sand and cement. It was disheartening to see, and I wish they were given more space and a more natural, enriched environment. • Additional Highlights: On a positive note, I appreciated seeing the local herbs and plants displayed at the end of the tour, which added a nice touch. Overall, while the site itself is worth visiting for its historical significance, I recommend managing your expectations regarding the tour. Also, I hope the management improves conditions for the animals in the future—it really detracted from the experience.",atractivos,positivo
gm_ba9fe23479bcff53,Museo de Sitio Huaca Pucllana,B_minado,3,"Tours are mandatory but are not great, there is some direction to them and the information is good but in larger groups you lose some of what is said and a few extra information boards would be useful. You have to buy tickets in advance",atractivos,ausente
gm_deaf66aa46b899c1,Museo de Sitio Huaca Pucllana,B_minado,3,"Nice to visit, especially if staying or walking in the area. I wouldn't organize a special trip for it. The tiny museum beside the entrance is very interesting with several cool artifacts.",atractivos,neutro
gm_cc1528e36c15841f,Museo de Sitio Huaca Pucllana,B_minado,3,The food has too many dressings and the flavor is lost. The area is too hot and lacks good ventilation.,atractivos,ausente
gm_24bb28be7f3db7df,Museo de Sitio Huaca Pucllana,B_minado,3,"We went for dinner. The setting was very cool. The service and the food were mediocre. It was a neat experience, but I wouldn't return.",atractivos,neutro
gm_943450614fbfd1b1,Museo de Sitio Huaca Pucllana,B_minado,2,"The historic pyramid is very nice and interesting, but the way the animals are treated seems very sad and it does not seem necessary at all to „showcase“ them in the tour.",atractivos,positivo
gm_d753bc86d20dc5c3,Museo de Sitio Huaca Pucllana,B_minado,2,Very commerical. Food was average. Lima has better options for tourists. Service was poor,atractivos,ausente
gm_5eb1eaca357383bb,Museo de Sitio Huaca Pucllana,B_minado,1,Apparently they said you need to make a reservation one day before you come. Great! Why this importation information is not published on their Web site?,atractivos,neutro
gm_84d5ef4f66bcf689,Museo de Sitio Huaca Pucllana,B_minado,3,"Very interesting, gorgeous cafe next to it but the tour feels very long and you cannot explore yourself.",atractivos,neutro
gm_a47c7e35619e237d,Museo de Sitio Huaca Pucllana,B_minado,3,"It costs 12 soles to get in. There are frequent tours in English. The guide was very good. At one time it was used as a motocross course. They have a small room with artifacts and then several displays around the site. They also have some animals (guinea pig, alpaca..) and a small garden of local plants. It will take them years to excavate the whole site. Worth the admission price but not spectacular.",atractivos,ausente
gm_8651ee967438d78d,Museo de Sitio Huaca Pucllana,B_minado,1,Seems to be closed Sundays and Tuesdays now. Must reserve tour one day in advance or they won't let you in. Stupid. Great way to treat your tourists.,atractivos,neutro
gm_08a18e49164d45d8,Museo de Sitio Huaca Pucllana,B_minado,3,"They have regular guided tours in Spanish and English which I think is the only way to visit the site. I did the English tour, because it was the next on the agenda, however our guide seemed very unmotivated, our group size was very big and we had to rush through because a lot of other groups were right behind us. So overall an alright experience… Price of 15 Soles per person is quite cheap though I reckon.",atractivos,ausente
gm_7953c66ab738e18d,Parque Arqueológico de Sacsayhuamán,B_minado,3,"Magnificent carved interlocking stones, however there was hardly any information about the site. Therefore it was hard to know what I was looking at. Tickets can be bought on site in the local currency.",atractivos,ausente
gm_e8a325dd1d8074d7,Parque Arqueológico de Sacsayhuamán,B_minado,2,"You pay around 15€ per person just to walk around there. No brochure provided no information nothing. If you go a bit more to the north there are some tunnel like structures which smell like pee and you’ll find plastic trash in every bush, while people climbed on the Inca rocks… I mean if you take 15€ per person you could at least hire someone who picks up the trash that people throw there no? Or install bins somewhere. The ruin itself is nice to visit and you can spent 1-2h there but the price is in no relation in what they actually provide or invest in maintenance.",atractivos,negativo
gm_292fe9c3d1396a3d,Parque Arqueológico de Sacsayhuamán,B_minado,3,"Really interesting historical place, we did on the half day tour of Cusco. Signage is not great while there so would recommend using a tour to get the history and detail. Also buy a tourist ticket for all historic sites if you want planning to do them it is cheaper than single entry.",atractivos,positivo
gm_92790ac5c98c1eaa,Parque Arqueológico de Sacsayhuamán,B_minado,5,"A must-do if you are staying in Cusco and looking for something to explore! It’s a short and inexpensive taxi ride from the city. Be sure to bring water, sunscreen, and a hat—I got burnt even with sunscreen! You can easily spend half a day here enjoying the beautiful scenery and relaxing atmosphere. A large group of alpacas roamed around when we visited, which was a fun sight. Don't miss the rock slide at the back of the park and the cave walk-through! The slide is surprisingly fast but so much fun—even for adults! We didn’t use a guide, but there were several available at the entrance for a fee. Make sure to bring soles for payment. You can also purchase a multi-day or multi-park pass to save money if you plan to visit other sites. After visiting, you can either walk a scenic trail back to Cusco or take a taxi. Cristo Blanco is nearby and just a short hike away if you want to add another stop. Overall, this place was definitely worth visiting—peaceful with stunning views.",atractivos,positivo
gm_0242f2259203a46f,Parque Arqueológico de Sacsayhuamán,B_minado,1,"70 Soles ($22 USD) Foreigner Entrance Fee. Here you will be able to see governments continue to separate humans by ethnicity in the form of an Entrance Pass. The big issue with Saqsaywaman is the park does not offer a Single Entrance Pass. Your entrance fee is buying 4 Park Passes valid for One Day Only! I was on a bicycle riding around the World. It was around 2.30pm when I visited, so I would not be able to take advantage of seeing any other parks today. The park staff said I could buy a more expensive 10 Day Pass. There are No Informational Signs with information other than a name as you tour the park. I visited on a Sunday, and Saqsaywaman feels more like a place you come to play in the afternoon with your family. Kids and adults were running and climbing all over the ""ruins"". The Park Staff didn't know where I should store the bicycle while I visited the park. The Park Staff suggested parking the bicycle in the parking lot with the cars. Don't look for the park staff to welcome you, or assist your experience of Saqsaywaman in any way. Saqsaywaman has a nice overlook of Cusco. Or you can visit the Statue of Christ or the San Cristobal Church for similar overlooks of Cusco if you do not wish to buy into the 4 Park Pass scheme.",atractivos,negativo
gm_c3db8a74893c047f,Parque Arqueológico de Sacsayhuamán,B_minado,2,Disappointing. No facilities on the site. Zero information. No visitors centre. You can't buy water. The staff are horrible. Blowing whistles if you lay on the grass due to some absurd regulation that you can sit down but you can't be supine. The guides were not knowledgeable. Reading from a pamphlet. Worth going but keep your expectations low,atractivos,negativo
gm_498dc764ba4e38b4,Parque Arqueológico de Sacsayhuamán,B_minado,3,"Probably not worth buying tickets to unless you love ruins and plan to visit them all in a package deal. You can walk up to them easily following Google maps, and don't believe the locals who try to lie to you on your way up. There are only a few who do this but they can be convincing, basically telling you tickets aren't available or the walk is an hour longer. They want to charge you to do what you can essentially do for free with very little effort. I recommend you walk up and decide then if you want to buy the tickets. You'll see the ruins clearly from the ticket both and can make up your mind. If you decide not to, you can always walk to the Cristo instead, which is free and near the ticket booth.",atractivos,negativo
gm_aaad549535ecdd79,Parque Arqueológico de Sacsayhuamán,B_minado,3,Says it closes at 5:30 but actually closes at 3pm. Terrible for tourists who wouldn’t know this and only have one day to see it.,atractivos,ausente
gm_46962824763bbbb6,Parque Arqueológico de Sacsayhuamán,B_minado,1,This place has an entrance ticket of 70 soles. Tourist trap. Not worth the cost and the trip. I will avoid. Not a lot to see. Minor site.,atractivos,ausente
gm_f5c13822c5e89d3d,Parque Arqueológico de Sacsayhuamán,B_minado,3,"While a significant site and impressive archeological park, the rigid ticketing options are a let down. The only ticket available is a 10 day ticket including 3-4 other sites in the Sacred valley. Visited 1h30 before closing on the last day of the trip, the ticket didn’t make sense. Such a shame, losing out on visitors this way",atractivos,neutro
gm_01dda1177bb51440,Parque Arqueológico de Sacsayhuamán,B_minado,4,"Interesting ruins, but we visited the day after Machu Picchu so there wasn’t much comparison! We walked up from the central square in Cusco old town; about 25 minutes with some veeeery steep, veeery long sets of stairs, but good for your daily cardio! You have to pay 70 soles to get in, and the ticket is valid for 24 hours Saqsaywaman and 3 other sites, but there’s also another option that gives you longer. Be mindful that you can only pay in cash, in soles! The ruins themselves are nice, open and not that crowded, but fairly basic, and there are some nice viewpoints to take photos with views of Cusco. Visit here if you’re not all Inca ruined out.",atractivos,neutro
gm_d8a455fe2570483a,Parque Arqueológico de Sacsayhuamán,B_minado,1,"Lots of walking for an ok Inca temple. Really just walls of rocks. Interesting but grossly overpriced at USD$25 person with no map, brochure or anything. Annoying guides constantly to sell their services. If you’re doing Machu Picchu, skip this!!!",atractivos,neutro
gm_407ec3d11bcea2a4,Parque Arqueológico de Sacsayhuamán,B_minado,3,Entry fee of 70 Soles per person is ridiculous!!! Total tourist gouging which is very upsetting. If you can handle that the complex is huge and impressive with amazing massive rocks carved to perfection. If you are going to Machu Pichu though you will see more there so this is not a necessary visit.,atractivos,positivo
gm_6cb9ed1dd07481e9,Parque Arqueológico de Sacsayhuamán,B_minado,5,This building by the Inka offers a beautiful view on Cusco. The entrance is 70PEN and includes 3 further ruins. There is not a lot of description so it is better to inform online or to come with a guide. The size of rocks is impressive and the fact that the Inkas used an acid to cut the stones.,atractivos,positivo
gm_654482c185312eee,Parque Arqueológico de Sacsayhuamán,B_minado,2,"Interesting place. But you cannot buy a ticket just for it, you have to buy a combined ticket that costs 70 or 130 soles per person. The worst part is that they only tell you this after hiking all the way up... Also it closes at 5 and visiting the four landmarks included in the 70 soles ticket takes 3-4 hours so you need a whole day for this. Since we arrived at 3PM, we did not feel it is worth the price, so we climber up to the Christo instead: you have the same view of Cusco, can see most of the Saqsaywaman, and is free.",atractivos,positivo
gm_1bc566cd569c5e48,Parque Arqueológico de Sacsayhuamán,B_minado,2,"Looks beautiful, but 70 soles per person and then no card reader, only cash! Walked up the hill for nothing (Expect the nice view). Even the tiny shops in the city center offer a card reader, not ok for a prime tourist location.",atractivos,positivo
gm_6933e63a062c4ed6,Parque Arqueológico de Sacsayhuamán,B_minado,1,Mind it! A total tourist scam. They charge you 70 soles/ ticket. The landscape and the monuments are nice but not very special and at least not worth 70 soles (18$/€). Walk around the tourist attraction (especially coming from the cristo blanco) and make beautiful photos of it free of charge 😊,atractivos,positivo
gm_c9f59780da5ae757,Parque Arqueológico de Sacsayhuamán,B_minado,1,"70 sol entrance Too touristic for my liking If you have nothing better to do, it’s ok.",atractivos,ausente
gm_a0f89119b3645ce6,Parque Arqueológico de Sacsayhuamán,B_minado,3,"Impressive piles of huge stones unless you come with a guide or a tour. Plaques in the historic park only state the name of the location/exhibit in Quechua, without anything relevant interpretive narrative to aid appreciation of its historic and cultural significance. I didn't even see a map of the park near the ticket offices/entrances. So self guided visitors can only follow the arrows to finish the tour. You must buy a partial (combo) tourist ticket for 4 historical sites, size a ticket for Saqsaywamam alone isn't available. But at the end of the self-guided tour, there is no signs pointing you to the next attraction included on the ticket. We had to ask at the ticket office since we didn't have a taxi waiting to take us there.",atractivos,positivo
gm_1629ee5c345c27fa,Parque Arqueológico de Sacsayhuamán,B_minado,3,Awesome site with significant history. Go see it. But beware of the on-site guides. Ours was okay..did not address some our questions and interests. AND he took us 400 meters away from site to a gift shop (surprise!) which we weren't interested in.,atractivos,positivo
gm_192c0f3ec524020d,Parque Arqueológico de Sacsayhuamán,B_minado,4,"Amazing place, but there isn’t an option to only buy a ticket only for it so it is very overpriced. 70soles por 90 minutes max, and it doesn’t of course include a guide.",atractivos,positivo
gm_9c167f06df243893,Parque Arqueológico de Sacsayhuamán,B_minado,5,"It's an incredible place to visit! The biggest archeological site in the city of Cusco. The best time to visit is in the morning, because it gets to crowded in the afternoon. Make sure you are with a tour guide to get better understanding of the site.",atractivos,ausente
gm_26553706926f4a13,Parque Arqueológico de Sacsayhuamán,B_minado,5,You can see wonderful Cusco city view from here. It’s amazing sight. You can climb up here by walk from centro in 20minutes. But you need to walk slowly and carefully. And also need to have one bottle of water.,atractivos,positivo
gm_ac3703b6398cfd75,Parque Arqueológico de Sacsayhuamán,B_minado,1,"If Machu Picchu is the 5, and Copán Ruinas (Honduras) is the 3, then this ruin is at the bottom. It’s lovely to see on a tour bus but not worth the hike or excursion.",atractivos,ausente
gm_f5ce9e8570478971,Parque Arqueológico de Sacsayhuamán,B_minado,1,"Ticket office is VERY RUDE @ 16:30, 13 (sunday) of November 2022. also it’s expensive to enter.",atractivos,ausente
gm_77c5144b3ef60543,Parque Arqueológico de Sacsayhuamán,B_minado,2,"""No se vale la pena"" There are some ruins. It is interestingthat they are veryold Inka buildings, and this is all. Many of places are closed. You cannot touch the stones. The ticket office doesn't sell water, there doesn't exist public transport, neither any other facilitation for an easy access. If you have problems with high altitude, low level of oxygen and stairs tha the only solution is a taxi (suggest uber), but you should paid 60 soles (20 USD) or more for a taxi (only 3 kilometers from the center). The tick price is 70 soles, and is expensive. There are no locker room, no elevator, no vending machine, no counters. Cannot buy water or anything else. If you walk on the stairs, you should know that the stairs are narrow, and there is none any bench or sitting place. In pictures you can see the rest point on the stairs, where you can probably hide if raining.",atractivos,positivo
gm_cea4f1502483017c,Parque Arqueológico de Sacsayhuamán,B_minado,3,"Nice but when compared to MP, Pisac, Olantaytambo and Ranchero it is average. Since it is just by Cuzco you should visit though.",atractivos,ausente
gm_a756042aae25f55c,Parque Arqueológico de Sacsayhuamán,B_minado,4,"Saqsaywaman absolutely blew me away — the scale of this place is hard to comprehend until you’re standing right next to those massive stones. 🏔️ The precision of the Inca construction is incredible, especially knowing it was built without modern tools. The views over Cusco are stunning, and it’s a great spot to take a walk, explore, and really feel the history around you. It’s less crowded than Machu Picchu, which makes the experience more relaxed and enjoyable. I’m giving it 4 stars because there’s not a lot of information on-site unless you have a guide, and it can feel a bit underwhelming if you don’t know the history beforehand. But overall, it’s definitely worth visiting — especially if you’re already in Cusco and want something impressive without a full-day trip",atractivos,positivo
gm_acd42f36e53d121b,Parque Arqueológico de Sacsayhuamán,B_minado,1,Didn't enter. Tickets are 40 usd (Lots of reviews saying 70 soles; as far as I understand that's the student price). The Acropolis cost less and I didn't enter because it was too expensive. Lots of people outside trying to sell you stuff. Avoid like the plague.,atractivos,ausente
gm_2826a80695035d41,Parque Arqueológico de Sacsayhuamán,B_minado,5,"Bit of a hike on foot from Cusco, but 40 Soles admission wasn't bad.",atractivos,ausente
gm_f60f2fa1878c3190,Parque Nacional Huascarán,B_minado,5,"De lo más hermoso que han visto mis ojos. Por favor guardemos nuestra basura en los bolsillos, he visto muchos envoltorios de caramelos, eso degrada aún más el glaciar. Hagamos turismo ecoamigable💚",atractivos,positivo
gm_45d1aa031f9d04af,Parque Nacional Huascarán,B_minado,4,"Really beautiful place, with great views of the snowy peaks from almost every corner. The trail is quite trashy, though, and there are some abandoned huts. It feels frustrating to pay an entrance fee of 60–150 soles when the park rangers don’t seem to maintain the area much. There’s also a lot of donkey, horse, and cow manure on the trail. Still, the trekking options are excellent, especially the Alpamayo Circuit and Santa Cruz.",atractivos,positivo
gm_91dea3b093568078,Parque Nacional Huascarán,B_minado,5,"No deberíamos ensuciar los espacios del parque nacional, en lo posible, llevar bolsas de basura para evitar el impacto de la contaminación ambiental en lugares tan hermosos como los que posee.",atractivos,positivo
gm_358b4bad778f0d28,Parque Nacional Huascarán,B_minado,4,"Antes de llegar, infórmese bien sobre las tarifas de entrada para evitar malos ratos al momento de pagar.",atractivos,ausente
gm_d307da4d8f97bd13,Parque Nacional Huascarán,B_minado,3,"Excelente zona para pasear con la familia, lo único q debe mejorar es la atención que tienen las personas q están a cargo de los caballos. (Trasladan a los q deseen a las partes altas para lleguar al nevado, aunque igual se tiene q caminar 20 minutos más)",atractivos,positivo
gm_e7e64b1953b45451,Parque Nacional Huascarán,B_minado,3,Espectacular vista Corto paseo en bote y falta de otras opciones en la misma Laguna Yanganuco,atractivos,positivo
gm_2b242dab906b5a8e,Parque Nacional Huascarán,B_minado,5,"El lugar es hermozo , mil puntos los único malo el acceso pura trocha , todos son amables la entrada al parque está 11 soles para nacionales y en las lagunas hay para pasear en bote 6 soles x persona niños pequeños no , comida tb hay , el paseo en bote al pie del Huascaran es un golazo pero piensas agua bajo 0 28mts de profundidad y encima es inmensa :/ valió la pena ir...",atractivos,positivo
gm_ae22e50bf7b2f94b,Parque Nacional Huascarán,B_minado,5,"Wonderful trip. The gasified water is cool, need to see it in sunlight to truly appreciate the color and depth. The puya raimondii are cool, but the mystery of why they aren't blooming is interesting. The walk from the visitor center to the glacier was humbling. Bring or buy chocolate to help with the altitude. 16500 feet needs to be adjusted to.",atractivos,neutro
gm_cb6bff9bbd4fdecc,Parque Nacional Huascarán,B_minado,5,Come on.... How can you leave a bad review? This is the most breathtaking scenery I have ever witnessed. Wow.,atractivos,positivo
gm_9c995ec53a2f35d2,Parque Nacional Huascarán,B_minado,1,Muy bacán le recomiendo a conocer para los que no conocen y una aventura de triyquin,atractivos,positivo
gm_3c6562499965af3d,Parque Nacional Huascarán,B_minado,3,Todo bien y es muy bueno el lugar para ir de paseo con la familia 👪,atractivos,ausente
gm_301e4fca106d1562,Parque Nacional Huascarán,B_minado,4,"El paseo fue a la Laguna 69, una caminata de 3 horas a paso regular desde la curva, el paisaje es hermoso, pero en cuanto a algunos aspectos básicos, el parque Nacional no invierte lo necesario, el camino no cuenta con tachos de basura, hay un buen tramo que es lodoso y cuando llueve es peor. Sin embargo, vale la pena visitar un lugar como este.",atractivos,positivo
gm_d3b7fc4fd9f6b4a7,Parque Nacional Huascarán,B_minado,3,Es muy bonito y si los visitantes no dejarán la basura por todas partes se vería mucho mejor,atractivos,positivo
gm_5d7434639a6a25ee,Parque Nacional Huascarán,B_minado,5,"Wonderful views, pristine nature, challenging mountains. It brings out the best and worst of you.",atractivos,positivo
gm_b72cf22db75b1267,Parque Nacional Huascarán,B_minado,5,"If you come here I recommend camping. There's an entrance fee into the park, but the camping is free. You'll be greeted by donkeys, horses and cows who graze in the area and love the interaction. The views are spectacular at the campsite and the sky is usually clear at night which makes for perfect stargazing. There's a local family that lives up there that'll sell snacks and drinks at slightly higher prices than regular, but nothing too expensive. There's plenty of hiking and climbing to do there with spectacular views at every step. The hike to Laguna 69 is well worth the two hour hike. Take sunscreen though as the sun can get pretty brutal. Also, prepare for an hour+ of unpaved road to get there. Don't let that deter you this place is one of the best spots in Peru!",atractivos,positivo
gm_b0806ca97d38e896,Parque Nacional Huascarán,B_minado,4,"Es un lugar lindo, pero falta mejor señalización en los puntos a detenerse para visitar. Hay bastantes pu tos a visitar en el circuito como: pinturas rupestres, fósiles, centro de interpretación de la zona, pozo de aguas gasificadas, ojo de agua de siete colores (eso solo se aprecia si el sol a Sale y alumbra), Pastoruri (que esta en deshielo), etc. Es camino de pura trocha y a veces las curvas peligrosas porque son de 1 carril. Manejar con cuidado. Es mejor ir temprano para no encontrar mucha gente. La nieve ya no puede tocarse debido a a que se está deshielando, gracias al calentamiento global y contaminación con plástico en la zona que dejan los turistas.",atractivos,positivo
gm_74f6edf96c8d52f6,Parque Nacional Huascarán,B_minado,2,"Gran escenografia. En el sector de Nevado Pisco se requiere urgente arreglar la infraestructura de la ruta de ascenso especialmente en el cruce de la morrena del glaciar: existe una cadena para descender que queda corta casi sin medidas de seguridad, luego en el ascenso al otro lado se derrumbado parte del sendero, luego en el filo entre la laguna y morrena camp existen sectores muy angostos buena parte del sendero derrumbado y sin ninguna medida de seguridad. Por tanto un escenario precioso con estas graves falencias de seguridad. Espero que no haya accidentes que lamentar",atractivos,positivo
gm_06e259036ef6c2db,Parque Nacional Huascarán,B_minado,3,Wonderful day out with a good climate hoping to go back there and enjoy the Flora and Fauna.,atractivos,ausente
gm_ca7e1ce324aada85,Parque Nacional Huascarán,B_minado,5,"El parque en si es totalmente espectacular y merecedor de una visita. Para conocerlo hemos hecho el trekking de Santa Cruz, de cuatro dias y tres noches. Recomendable contratarlo directamente en Huaraz, despues de preguntar en varios sitios. Los precios varian enormemente. Pagamos 290 soles cuando en el mismo trekking habia gente que habia pagado tres veces mas. Ojo a los intermediarios! Finalmente todas las gentes aportan sus clientes para formar un grupo unico. El nivel de guiaje es malo o muy malo, desde un punto de vista europeo. Como ejemplo, el guia fue capaz de dividir un grupo de 7 personas en cuatro subgrupos, de los cuales tres estaban totalmente perdidos. Ausencia de briefing, indicaciones totalmente ambiguas y desorganizacion total. Si decides ir, te aconsejo llevar el track en tu movil (facilmente conseguible en wikiloc) o bien no separarte de guia sino tienes mucha experiencia. Por todo lo demas, el trekking es una maravilla, rodeado de montañas de cinco y seis mil metros en todo el trayecto. Ah! Incluye saco y esterilla. Las condiciones higienicas dejan que desear y la calidad tambien. Sino llevas tu propio saco pide, y paga, uno de pluma. Por la noche estaras bajo cero...",atractivos,positivo
gm_4d72c39712f1aec3,Parque Nacional Huascarán,B_minado,3,"Very Nice Park Huascarán National Park (Spanish: Parque Nacional Huascarán) is a Peruvian national park that comprises most of the mountain range known as Cordillera Blanca (the world's highest tropical mountain range) which is part of the central Andes, in the region of Ancash. The park covers an area of 340,000 ha (ca. 3.400 km2) and is managed by the Peruvian Network of Protected Natural Areas: SERNANP (Servicio Nacional de Áreas Naturales Protegidas). It was designated as a World Heritage Site in 1985 by UNESCO, is also a well-known mountaineering spot and harbors a unique biodiversity with plant species such as the Queen of the Andes, trees of the genera Polylepis and Buddleja, and animals such as spectacled bears, condors, vicunas and tarucas. The park is approximately 150 kilometres (93 mi) long from north to south and averages about 25 kilometres (16 mi) in width. The western slope of the Cordillera Blanca drains to the Pacific Ocean via the Santa River and the eastern slopes drain to the Marañon River, and ultimately to the Amazon River and the Atlantic Ocean. Thanks 😘",atractivos,positivo
gm_8f537064bbaa3984,Parque Nacional Huascarán,B_minado,5,"Impresionante, se debe ir muy bien pteparado para una larga caminata en altura, llevar alimento y agua !!!, camino pedregozo. Laguna llanganuco hermosa,laguna 69 no mejor q llaganuco dificil y peligroso el acceso.",atractivos,positivo
gm_7463157daec6ab9a,Parque Nacional Huascarán,B_minado,5,Hermoso ..increible lugar si lo que quieres es despejar los malos aires que nos trae una ciudad moderna,atractivos,positivo
gm_def5e696b08036e7,Parque Nacional Huascarán,B_minado,5,"Muy bonita y única la experiencia de poder conocer este parque nacional, las lagunas son preciosas y el camino para llegar es muy lindo, lleno de vegetación, animales, montañas y glaciares. Se puede apreciar el glaciar en todo su esplendor desde un mirador y luego de pasar el túnel tienes las lagunas con agua turquesa. Muy bonito todo. Favor de no dejar basura ni envoltura de nada. Totalmente recomendable 🤙.",atractivos,positivo
gm_8eca2a92eadf9485,Parque Nacional Huascarán,B_minado,4,"Todo bien, lo único malo es que justo este día se desprendió un cerro 😏",atractivos,positivo
gm_053b52590565abb2,Parque Nacional Huascarán,B_minado,5,"Hermoso, toda una atracción para los Peruanos y para todo el mundo, no verla o visitarla sería un error, que esperas, ven porque te estamos esperando. Saludos.",atractivos,positivo
gm_a9db05b14529a185,Parque Nacional Huascarán,B_minado,5,"Un lugar bello, todo la naturaleza pura. Las aventuras y más te esperan. 😁",atractivos,positivo
gm_547d43e1ba47336c,Parque Nacional Huascarán,B_minado,3,Es muy hermoso..pero debido a que es un lugar turistico es urgente arreglar esa carretera de trocha la que va de yungay a llanganuco.Urgente!!,atractivos,positivo
gm_d8db53e5cb795a8c,Parque Nacional Huascarán,B_minado,5,"Impressive park. I've been traveling for 4 years, and this is in the top 2 places I've been in from Central America, Colombia and Ecuador. Glacier lakes, waterfalls to numerous to mention, glaciers and mountain streams by the dozen. You definitely want to take the trip from Carhuaz to Chacas. And if you can't get a window seat, wait for another bus. If your not by the window, you'll miss some of the most amazing scenery on earth. If your into the outdoors, there's hiking to mountain glacier lakes, there's rock and ice climbing, and if your into Mountain climbing - well, there's dozens to choose from. Even if you're in your 60's like me, and are not as active as you once were, this park will not disappoint you. It's your loss if you come to Peru and do not go to this park. I'd put it up there with the best parks of any in the world.",atractivos,positivo
gm_fa111abeebe496ac,Parque Nacional Huascarán,B_minado,5,Hermoso. Solo que la gente sea más consciente de la naturaleza y no tire la basura por ahí,atractivos,positivo
gm_2e20ae5a54e4a183,Parque Nacional Huascarán,B_minado,3,"Es como todos los lugares turísticos. Vale la pena la visita por la historia y las vistas, que es todo por lo que uno va.",atractivos,positivo
gm_e4c23993c12aba05,Reserva Nacional de Paracas,B_minado,3,"La playa es bella, es tranquila, sin embargo sus aguas son muy frías. Se pueden apreciar muchas aves guaneras a pocos metros, es apta para buzeo y realizar pequeños campamentos familiares.",atractivos,positivo
gm_5eef541ef8cf8b09,Reserva Nacional de Paracas,B_minado,3,Bonito lugar... Pero un total desorden y no hay coordinacion del personal que trabaja ahi,atractivos,positivo
gm_596979f1ce24a8b8,Reserva Nacional de Paracas,B_minado,3,"Esta junto a la playa "" El Raspon"" y las caracteristicas son similares, esta ubicada en el Area de conservacion protegida de la peninsula de Paracas ( Dpto. De Ica ). La via de acceso tiene pesima señalizacion y es insegura. Es una limpia playa de arena y agua agradable, el nombre de la playa se debe a la existencia del yacimiento de carbon del cual se servian los lugareños en la antiguedad, hay que decender aprox. 35 mts. Por escalinatas de concreto bien construidas para llegar a la playa , se puede observar fauna marina y aves guaneras, existen formaciones geologicas y cavidades producidas por la erosion marina y vientos , en estas se observan tambien restos fosiles de flora y fauna asi como capas de diferentes etapas de formacion geologica. Por el tema del decenso a la playa; no recomiendo estas playas para las personas con discapacidad en las piernas o de edad muy avanzada. Hay estacionamiento y seguridad",atractivos,negativo
gm_58d49537b37bd1f2,Reserva Nacional de Paracas,B_minado,5,"Linda y limpias su playa .. recomendaciones lleven alimentos y agua, xq ahí son muy caros y no olviden mantener limpio la playa.",atractivos,positivo
gm_0e77a2d5279d64cd,Reserva Nacional de Paracas,B_minado,2,La playa es muy bonita pero es solo eso y suele estar repleta y muy pequeña,atractivos,positivo
gm_4e78e301af31be65,Reserva Nacional de Paracas,B_minado,3,"Carisimo, te aplican, en cada plato de comida, S/ 55 un cevichito o S/ 45 un plato de chaufa...",atractivos,ausente
gm_c8ab88662957c02b,Reserva Nacional de Paracas,B_minado,3,"Para llegar se maneja por una pista asfaltada y afirmada. Es fácil llegar con el Waze. Para entrar a la playa pedirán los tickets que se pagaron en entrada a la reserva Estacionamiento ""oficial"" pequeño. En verano de seguro estacionan en el camino No hay señal de internet en la playa No hay baño en la arena... Debes subir a estacionamiento para acceder a baño. La playa en si es MUY bonita. Fui en invierno... La dinámica de verano debe ser distinta",atractivos,positivo
gm_648000e42958e44b,Reserva Nacional de Paracas,B_minado,4,"Una playa muy hermosa, gratis, sin rocas, con arena fina, está muy bien controlada, tiene un unico ingreso resguardado por seguridad q cuidan que no se ingrese mucho plástico. Agua limpia y orillas sin nada de basura. Cobran el uso de vestidor (algo un poco absurdo) pero me imagino es para pagar personal que limpia.",atractivos,positivo
